Sessione;Elezione;Nome_Elezione;Sezione;Municipio;CollCam;CollSen;CollPro;Lista;Voti
05/06/2016;1;Elezioni Comunali - Sindaco;1149;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1151;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1152;8;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1154;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1155;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1156;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1159;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1161;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1163;8;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1164;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1165;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1167;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1168;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1170;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1172;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1173;9;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1174;9;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1175;9;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1176;9;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1178;9;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;1181;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1182;9;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1184;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1185;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1186;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1187;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1188;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1190;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1191;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1192;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1194;9;;;;Nicolo' Mardegan;13
05/06/2016;1;Elezioni Comunali - Sindaco;1196;9;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1200;9;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1201;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1203;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1204;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1205;9;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1207;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1209;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1210;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1211;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1212;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1213;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1214;9;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1215;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1216;9;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1218;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1219;9;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1220;9;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;1221;9;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1222;9;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1227;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1229;2;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1230;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1232;2;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1233;2;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1236;2;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1237;9;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1241;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1242;2;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1244;2;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1245;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1246;2;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1247;2;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1249;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1251;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1254;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1255;9;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1256;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1257;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1258;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1259;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1260;9;;;;Nicolo' Mardegan;17
05/06/2016;1;Elezioni Comunali - Sindaco;1261;9;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;1263;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1264;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1265;9;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1267;9;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1268;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1270;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1271;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1273;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1274;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1275;2;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1276;3;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1280;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1283;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1285;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1286;4;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1287;5;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1291;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1292;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1294;8;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1296;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1297;9;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1304;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1307;8;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1309;8;;;;Nicolo' Mardegan;39
05/06/2016;1;Elezioni Comunali - Sindaco;1312;8;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1314;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1315;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1316;3;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1317;5;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1318;3;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1319;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1320;4;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1321;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1323;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1324;5;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1326;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1328;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1329;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1331;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1332;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1333;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1334;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1338;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1339;8;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1340;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1341;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1342;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1343;2;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1345;9;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1346;9;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1348;3;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1349;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1350;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1351;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1352;1;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1354;8;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1357;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1358;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1359;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1361;8;;;;Nicolo' Mardegan;18
05/06/2016;1;Elezioni Comunali - Sindaco;1362;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1366;3;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1368;3;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1369;2;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1371;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1373;2;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1374;3;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1375;3;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1377;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1382;5;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1383;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1384;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1387;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1388;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1391;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1392;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1394;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1396;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1398;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1399;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1400;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1401;6;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1403;3;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1404;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1406;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1407;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1410;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1411;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1412;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1413;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1415;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1417;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1419;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1420;4;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1421;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1423;5;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1424;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1425;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1426;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1428;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1430;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1432;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1439;5;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1441;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1442;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1443;6;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1446;7;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1447;7;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1448;7;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1449;8;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1450;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1451;8;;;;Nicolo' Mardegan;14
05/06/2016;1;Elezioni Comunali - Sindaco;1452;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1453;8;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1454;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1455;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1457;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1458;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1459;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1460;9;;;;Nicolo' Mardegan;18
05/06/2016;1;Elezioni Comunali - Sindaco;1461;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1463;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1464;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1465;9;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;1466;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1468;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1470;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1471;9;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1474;9;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1476;8;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1478;2;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1479;2;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1480;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1483;9;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1484;3;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1486;3;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1488;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1489;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1491;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1492;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1494;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1495;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1496;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1499;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1500;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1501;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1503;3;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1504;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1505;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1506;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1507;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1508;1;;;;Nicolo' Mardegan;33
05/06/2016;1;Elezioni Comunali - Sindaco;1512;7;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1514;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1515;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1516;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1517;5;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1520;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1521;9;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1523;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1525;9;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1526;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1528;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1529;4;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1530;3;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1531;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1532;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1534;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1535;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1536;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1538;3;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1539;3;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1540;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1541;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1544;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1547;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1550;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1552;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1553;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1554;7;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1556;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1558;8;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1559;8;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1565;3;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1566;2;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1568;2;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1571;3;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1572;2;;;;Nicolo' Mardegan;13
05/06/2016;1;Elezioni Comunali - Sindaco;1573;3;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1574;3;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1579;4;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1583;5;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;1586;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1587;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1588;6;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1590;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1592;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1593;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1594;7;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;1595;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1596;8;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1597;9;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1599;9;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1601;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1605;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1606;2;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;1608;2;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1609;9;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1610;3;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1613;1;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;1615;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1616;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;1617;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1620;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;1621;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;1622;9;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1625;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;1630;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;1634;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;1635;7;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;1637;8;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;1638;6;;;;Nicolo' Mardegan;3
